Unit,Chapter,Question,LeetCode,YT,Default Note,Difficulty
Dynamic Programming,Longest Increasing Subsequence DP,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence,,,Medium
Dynamic Programming,Longest Increasing Subsequence DP,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence,,,Medium
Dynamic Programming,Longest Increasing Subsequence DP,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes,,,Hard
Dynamic Programming,2D (Grid) DP,Unique Paths II,https://leetcode.com/problems/unique-paths-ii,,,Medium
Dynamic Programming,2D (Grid) DP,Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum,,,Medium
Dynamic Programming,2D (Grid) DP,Triangle,https://leetcode.com/problems/triangle,,,Medium
Dynamic Programming,2D (Grid) DP,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones,,,Medium
Dynamic Programming,2D (Grid) DP,Maximum Number of Points with Cost,https://leetcode.com/problems/maximum-number-of-points-with-cost,,,Medium
Dynamic Programming,2D (Grid) DP,Burst Balloons,https://leetcode.com/problems/burst-balloons,,,Hard
Dynamic Programming,2D (Grid) DP,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,,,Hard
Dynamic Programming,2D (Grid) DP,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,,,Hard
Dynamic Programming,2D (Grid) DP,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,,,Hard
Dynamic Programming,String DP,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence,,,Medium
Dynamic Programming,String DP,Edit Distance,https://leetcode.com/problems/edit-distance,,,Medium
Dynamic Programming,String DP,Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence,,,Medium
Dynamic Programming,String DP,Decode Ways,https://leetcode.com/problems/decode-ways,,,Medium
Dynamic Programming,String DP,Word Break,https://leetcode.com/problems/word-break,,,Medium
Dynamic Programming,String DP,Interleaving String,https://leetcode.com/problems/interleaving-string,,,Medium
Dynamic Programming,String DP,Wildcard Matching,https://leetcode.com/problems/wildcard-matching,,,Hard
Dynamic Programming,String DP,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences,,,Hard
Dynamic Programming,String DP,Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii,,,Hard
Dynamic Programming,Tree / Graph DP,House Robber III,https://leetcode.com/problems/house-robber-iii,,,Medium
Dynamic Programming,Tree / Graph DP,Unique Binary Search Trees II,https://leetcode.com/problems/unique-binary-search-trees-ii,,,Medium
Dynamic Programming,Tree / Graph DP,Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,,,Medium
Dynamic Programming,Tree / Graph DP,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras,,,Hard
Dynamic Programming,Tree / Graph DP,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,,,Hard
Dynamic Programming,Bitmask DP,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,,,Medium
Dynamic Programming,Bitmask DP,Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies,,,Medium
Dynamic Programming,Bitmask DP,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,,,Hard
Dynamic Programming,Digit DP,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,,,Medium
Dynamic Programming,Digit DP,Number of Digit One,https://leetcode.com/problems/number-of-digit-one,,,Hard
Dynamic Programming,Digit DP,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,,,Hard
Dynamic Programming,Probability DP,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,,,Medium
Dynamic Programming,Probability DP,Soup Servings,https://leetcode.com/problems/soup-servings,,,Medium
Dynamic Programming,Probability DP,New 21 Game,https://leetcode.com/problems/new-21-game,,,Medium
Dynamic Programming,State Machine DP,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,,,Medium
Dynamic Programming,State Machine DP,Best Time to Buy and Sell Stock III,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,,,Hard
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,,Medium
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,,Hard
Data Structures,Binary Indexed Tree / Segment Tree,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,,,Medium
Data Structures,Binary Indexed Tree / Segment Tree,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,,,Hard
Math & Geometry,Maths / Geometry,Palindrome Number,https://leetcode.com/problems/palindrome-number,,,Easy
Math & Geometry,Maths / Geometry,Reverse Integer,https://leetcode.com/problems/reverse-integer,,,Medium
Math & Geometry,Maths / Geometry,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes,,,Medium
Math & Geometry,Maths / Geometry,Valid Square,https://leetcode.com/problems/valid-square,,,Medium
Math & Geometry,Maths / Geometry,Minimum Area Rectangle II,https://leetcode.com/problems/minimum-area-rectangle-ii,,,Medium
Math & Geometry,Maths / Geometry,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line,,,Hard
Greedy & Intervals,Line Sweep,Minimum Interval to Include Each Query,https://leetcode.com/problems/minimum-interval-to-include-each-query,,,Hard
Greedy & Intervals,Line Sweep,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem,,,Hard
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,,Hard
