Unit,Chapter,Question,LeetCode,YT,Default Note,Difficulty
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of DLL,"Remove duplicates from sorted
                                                DLL",,https://youtu.be/YJKVTnOJXSY?si=AsZoNUoewetsBjr0,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard Problems of LL,"Reverse LL in group of given
                                                size K",https://leetcode.com/problems/reverse-nodes-in-k-group/,https://youtu.be/lIar1skcQYI?si=_jFghHKX4eaK36a1,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard Problems of LL,Rotate a LL,https://leetcode.com/problems/rotate-list/description/,https://youtu.be/uT7YI7XbTY8?si=ZaChW3a68c_v54Is,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard Problems of LL,Flattening of LL,,https://youtu.be/ykelywHJWLg?si=InMg9MmTHzY22NSR,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard Problems of LL,"Clone a Linked List with random
                                                and next pointer",https://leetcode.com/problems/copy-list-with-random-pointer/,https://youtu.be/q570bKdrnlw?si=epZtpWvtNwuTf23o,,Hard
Recursion [PatternWise],Get a Strong Hold,"Recursive Implementation of
                                                atoi()",https://leetcode.com/problems/string-to-integer-atoi/,,,Medium
Recursion [PatternWise],Get a Strong Hold,"Pow(x, n)",https://leetcode.com/problems/powx-n/,https://youtu.be/l0YC3876qxg,,Easy
Recursion [PatternWise],Get a Strong Hold,Count Good numbers,https://leetcode.com/problems/count-good-numbers/,,,Easy
Recursion [PatternWise],Get a Strong Hold,Sort a stack using recursion,,,,Medium
Recursion [PatternWise],Get a Strong Hold,"Reverse a stack using
                                                recursion",,,,Easy
Recursion [PatternWise],Subsequences Pattern,Generate all binary strings,,,,Medium
Recursion [PatternWise],Subsequences Pattern,Generate Paranthesis,https://leetcode.com/problems/generate-parentheses/,,,Medium
Recursion [PatternWise],Subsequences Pattern,"Print all subsequences/Power
                                                Set",https://leetcode.com/problems/subsets/,https://youtu.be/b7AYbpM5YrE,,Medium
Recursion [PatternWise],Subsequences Pattern,"Learn All Patterns of
                                                Subsequences (Theory)",,https://www.youtube.com/watch?v=eQCS_v3bw0Q&list=PLgUwDviBIf0rGlzIn_7rsaR2FQ5e6ZOL9&index=7,,Medium
Recursion [PatternWise],Subsequences Pattern,"Count all subsequences with sum
                                                K",,,,Easy
Recursion [PatternWise],Subsequences Pattern,"Check if there exists a
                                                subsequence with sum K",,,,Easy
Recursion [PatternWise],Subsequences Pattern,Combination Sum,https://leetcode.com/problems/combination-sum/,https://www.youtube.com/watch?v=OyZFFqQtu98&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=49,,Medium
Recursion [PatternWise],Subsequences Pattern,Combination Sum-II,https://leetcode.com/problems/combination-sum-ii/,https://www.youtube.com/watch?v=G1fRTGRxXU8&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=50,,Medium
Recursion [PatternWise],Subsequences Pattern,Subset Sum-I,,https://www.youtube.com/watch?v=rYkfBRtMJr8&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=52,,Medium
Recursion [PatternWise],Subsequences Pattern,Subset Sum-II,https://leetcode.com/problems/subsets-ii/,https://www.youtube.com/watch?v=RIn3gOkbhQE&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=53,,Medium
Recursion [PatternWise],Subsequences Pattern,Combination Sum - III,https://leetcode.com/problems/combination-sum-iii/,,,Medium
Recursion [PatternWise],Subsequences Pattern,"Letter Combinations of a Phone
                                                number",https://leetcode.com/problems/letter-combinations-of-a-phone-number/,,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning/,https://www.youtube.com/watch?v=WBgsABoClE0&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=51,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Word Search,https://leetcode.com/problems/word-search/,,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,N Queen,https://leetcode.com/problems/n-queens/,https://www.youtube.com/watch?v=i05Ju7AftcM&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=57,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Rat in a Maze,,https://www.youtube.com/watch?v=bLGZhJlt4y0&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=60,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Word Break,https://leetcode.com/problems/word-break/,,,Medium
Recursion [PatternWise],Trying out all Combos / Hard,M Coloring Problem,,https://www.youtube.com/watch?v=wuVwUK25Rfc&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=59,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Sudoko Solver,https://leetcode.com/problems/sudoku-solver/,https://www.youtube.com/watch?v=FWAIf_EVUKE&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=58,,Hard
Recursion [PatternWise],Trying out all Combos / Hard,Expression Add Operators,https://leetcode.com/problems/expression-add-operators/,,,Hard
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Introduction to Bit
                                                Manipulation [Theory]",,https://youtu.be/qQd-ViW7bfk?si=QtdNaRhHmZb08Mr8,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Check if the i-th bit is set or
                                                not",,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Check if a number is odd or
                                                not",,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Check if a number is power of 2
                                                or not",https://leetcode.com/problems/power-of-two/,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,Count the number of set bits,,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Set/Unset the rightmost unset
                                                bit",,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,Swap two numbers,,https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV,,Easy
Bit Manipulation [Concepts & Problems],Learn Bit Manipulation,"Divide two integers without
                                                using multiplication, division
                                                and mod operator",https://leetcode.com/problems/divide-two-integers/,https://youtu.be/pBD4B1tzgVc?si=G9c5pEE-RrzeU6sz,,Medium
Bit Manipulation [Concepts & Problems],Interview Problems,"Count number of bits to be
                                                flipped to convert A to B",https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,https://youtu.be/OOdrmcfZXd8?si=rnkRVz1UiVBKWC69,,Medium
Bit Manipulation [Concepts & Problems],Interview Problems,"Find the number that appears
                                                odd number of times",https://leetcode.com/problems/single-number/,https://youtu.be/sFBCAl8yBfE?si=fETk-BA0cvmF02rR,,Medium
Bit Manipulation [Concepts & Problems],Interview Problems,Power Set,https://leetcode.com/problems/subsets/,https://youtu.be/LqKaUv1G3_I?si=UXU_T5OsHiokPRvP,,Medium
Bit Manipulation [Concepts & Problems],Interview Problems,"Find xor of numbers from L to
                                                R",,https://youtu.be/WqGb7159h7Q?si=uGUEbNUUaIN_6Vvr,,Medium
Bit Manipulation [Concepts & Problems],Interview Problems,"Find the two numbers appearing
                                                odd number of times",,https://youtu.be/UA5JnV1J2sI?si=VFBRJyb3boZvx_r1,,Medium
Bit Manipulation [Concepts & Problems],Advanced Maths,"Print Prime Factors of a
                                                Number",,https://youtu.be/LT7XhVdeRyg?si=6HkjQokJRPTFai21,,Hard
Bit Manipulation [Concepts & Problems],Advanced Maths,All Divisors of a Number,,https://youtu.be/Ae_Ag_saG9s?si=QQoDTW5DxyZ3Lfjg,,Easy
Bit Manipulation [Concepts & Problems],Advanced Maths,Sieve of Eratosthenes,https://leetcode.com/problems/count-primes/,https://youtu.be/g5Fuxn_AvSk?si=fv6Q-Po7wrMW0a5n,,Hard
Bit Manipulation [Concepts & Problems],Advanced Maths,"Find Prime Factorisation of a
                                                Number using Sieve",,https://youtu.be/glKWkmKFlMw?si=3k5K5oq3FvKVrWLB,,Hard
Bit Manipulation [Concepts & Problems],Advanced Maths,"Power(n, x)",https://leetcode.com/problems/powx-n/,https://youtu.be/hFWckDXE-K8?si=lBoOx3qYcmGo_j5b,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,Implement Stack using Arrays,,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,Implement Queue using Arrays,,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,Implement Stack using Queue,https://leetcode.com/problems/implement-stack-using-queues/,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,Implement Queue using Stack,https://leetcode.com/problems/implement-queue-using-stacks/,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,"Implement stack using
                                                Linkedlist",,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,"Implement queue using
                                                Linkedlist",,https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,"Check for balanced
                                                paranthesis",https://leetcode.com/problems/valid-parentheses/,https://youtu.be/xwjS0iZhw4I?si=UoyKpFn4Q3nf5h2R,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Learning,Implement Min Stack,https://leetcode.com/problems/min-stack/,https://youtu.be/NdDIaH91P0g?si=4_Jbsq5trFvfSdUY,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Infix to Postfix Conversion
                                                using Stack",,https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems",Prefix to Infix Conversion,,https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems",Prefix to Postfix Conversion,,https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems",Postfix to Prefix Conversion,,https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems",Postfix to Infix,,https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Convert Infix To Prefix
                                                Notation",,https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Next Greater Element,https://leetcode.com/problems/next-greater-element-i/,https://youtu.be/e7XQLtOQM3I?si=QdcHpTtx6gAHsext,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Next Greater Element 2,https://leetcode.com/problems/next-greater-element-ii/,https://youtu.be/7PrncD7v9YQ?si=UkBc7eVy9HGlBpeW,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Next Smaller Element,,,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Number of NGEs to the right,,,,Easy
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Trapping Rainwater,https://leetcode.com/problems/trapping-rain-water/,https://youtu.be/1_5VuquLbXg?si=NFG6df318_6OtGvg,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Sum of subarray minimum,https://leetcode.com/problems/sum-of-subarray-minimums/,https://youtu.be/v0e8p9JCgRc?si=XAU7ekECgS5nboRw,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Asteroid Collision,https://leetcode.com/problems/asteroid-collision/,https://youtu.be/_eYGqw_VDR4?si=YyxibcHq800RqgIQ,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Sum of subarray ranges,https://leetcode.com/problems/sum-of-subarray-ranges/,https://youtu.be/gIrMptNPf5M?si=Q_GHuBvzZVs27X_U,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Remove k Digits,https://leetcode.com/problems/remove-k-digits/,https://youtu.be/jmbuRzYPGrg?si=WN387gwQ7aXWkUao,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],"Largest rectangle in a
                                                histogram",https://leetcode.com/problems/largest-rectangle-in-histogram/,https://youtu.be/Bzat9vgD0fs?si=DiBlLejXcr6EJoyB,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Monotonic Stack/Queue Problems [VVV. Imp],Maximal Rectangles,https://leetcode.com/problems/maximal-rectangle/,https://youtu.be/ttVu6G7Ayik?si=RhyeKepNwjRUYp7A,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Implementation Problems,Sliding Window maximum,https://leetcode.com/problems/sliding-window-maximum/,https://youtu.be/NwBvene4Imo?si=eU1PY-bcQfk5wdog,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Implementation Problems,Stock span problem,https://leetcode.com/problems/online-stock-span/,https://youtu.be/eay-zoSRkVc?si=deNNe5i38BOAntha,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Implementation Problems,The Celebrity Problem,https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/,https://youtu.be/cEadsbTeze4?si=olXYfOs7l-SEn2zl,,Hard
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Implementation Problems,LRU cache (IMPORTANT),https://leetcode.com/problems/lru-cache/,https://youtu.be/z9bJUPxzFOw?si=IUo_d35rXBD0CBAF,,Medium
"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Implementation Problems,LFU cache,https://leetcode.com/problems/lfu-cache/,https://www.youtube.com/watch?v=0PSB9y8ehbk&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=79,,Hard
Sliding Window & Two Pointer Combined Problems,Medium Problems,"Longest Substring Without
                                                Repeating Characters",https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://youtu.be/-zSxTJkcdAo?si=I2zfR-vlDMg0zU9z,,Medium
Sliding Window & Two Pointer Combined Problems,Medium Problems,Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/,https://youtu.be/3E4JBHSLpYk?si=SoOW64pP6otEKxBw,,Medium
Sliding Window & Two Pointer Combined Problems,Medium Problems,Fruit Into Baskets,,https://youtu.be/e3bs0uA1NhQ?si=gR8pO62u-nJeFAXk,,Medium
Sliding Window & Two Pointer Combined Problems,Medium Problems,"longest repeating character
                                                replacement",https://leetcode.com/problems/longest-repeating-character-replacement/,https://youtu.be/_eNhaDCr6P0?si=pBWcEjozF5poom0p,,Hard
Sliding Window & Two Pointer Combined Problems,Medium Problems,Binary subarray with sum,https://leetcode.com/problems/binary-subarrays-with-sum/,https://youtu.be/XnMdNUkX6VM?si=Nyt8EveeLUg8lmty,,Hard
Sliding Window & Two Pointer Combined Problems,Medium Problems,"Count number of nice
                                                subarrays",https://leetcode.com/problems/count-number-of-nice-subarrays/,https://youtu.be/j_QOv9OT9Og?si=Oq5-5hyFkzVSOZpP,,Hard
Sliding Window & Two Pointer Combined Problems,Medium Problems,"Number of substring containing
                                                all three characters",https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,https://youtu.be/xtqN4qlgr8s?si=kuaLHVOLXhh5Z2tW,,Hard
Sliding Window & Two Pointer Combined Problems,Medium Problems,"Maximum point you can obtain
                                                from cards",https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,https://youtu.be/pBWCOCS636U?si=-X64rY67noxvOwrG,,Medium
Sliding Window & Two Pointer Combined Problems,Hard Problems,"Longest Substring with At Most
                                                K Distinct Characters",https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,https://youtu.be/teM9ZsVRQyc?si=Kh0_u6aCkkBU3Q33,,Hard
Sliding Window & Two Pointer Combined Problems,Hard Problems,"Subarray with k different
                                                integers",https://leetcode.com/problems/subarrays-with-k-different-integers/,https://youtu.be/7wYGbV_LsX4?si=KWa48RgLDCvdNqRb,,Hard
Sliding Window & Two Pointer Combined Problems,Hard Problems,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/,https://youtu.be/WJaij9ffOIY?si=-xnsWIH84zWU0ICd,,Hard
Sliding Window & Two Pointer Combined Problems,Hard Problems,"Minimum Window
                                                Subsequence",https://leetcode.com/problems/minimum-window-subsequence/,,,Hard
"Heaps [Learning, Medium, Hard Problems]",Learning,"Introduction to Priority Queues
                                                using Binary Heaps",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Learning,"Min Heap and Max Heap
                                                Implementation",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Learning,"Check if an array represents a
                                                min-heap or not",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Learning,"Convert min Heap to max
                                                Heap",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,"Kth largest element in an array
                                                [use priority queue]",https://leetcode.com/problems/kth-largest-element-in-an-array/,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,"Kth smallest element in an
                                                array [use priority queue]",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,Sort K sorted array,,,,Easy
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,Merge M sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/,,,Hard
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,"Replace each array element by
                                                its corresponding rank",,,,Easy
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,Task Scheduler,https://leetcode.com/problems/task-scheduler/,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Medium Problems,Hands of Straights,https://leetcode.com/problems/hand-of-straights/,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,Design twitter,https://leetcode.com/problems/design-twitter/,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,"Connect `n` ropes with minimal
                                                cost",,,,Medium
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,"Kth largest element in a stream
                                                of running integers","https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.",,,Hard
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,Maximum Sum Combination,,,,Hard
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/,,,Hard
"Heaps [Learning, Medium, Hard Problems]",Hard Problems,K most frequent elements,https://leetcode.com/problems/top-k-frequent-elements/,,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Easy Problems,Assign Cookies,https://leetcode.com/problems/assign-cookies/,https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi,,Easy
"Greedy Algorithms [Easy, Medium/Hard]",Easy Problems,Fractional Knapsack Problem,,https://youtu.be/1ibsQrnuEEg?si=8R2By3wpHo0zZVHE,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Easy Problems,"Greedy algorithm to find
                                                minimum number of coins",,https://www.youtube.com/watch?v=mVg9CfJvayM&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=48,,Hard
"Greedy Algorithms [Easy, Medium/Hard]",Easy Problems,Lemonade Change,https://leetcode.com/problems/lemonade-change/,https://youtu.be/n_tmibEhO6Q?si=q1NW8MfPy0QU6fIl,,Easy
"Greedy Algorithms [Easy, Medium/Hard]",Easy Problems,Valid Paranthesis Checker,https://leetcode.com/problems/valid-parenthesis-string/,https://youtu.be/cHT6sG_hUZI?si=XRHeyh7jOaLaTy3g,,Hard
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,N meetings in one room,,https://youtu.be/mKfhTotEguk?si=2RELeq18mpmIIN3Q,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Jump Game,https://leetcode.com/problems/jump-game/,https://youtu.be/tZAa_jJ3SwQ?si=voKd7n9VTLDRRNzJ,,Easy
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Jump Game 2,https://leetcode.com/problems/jump-game-ii/,https://youtu.be/7SBVnw7GSTk?si=9uUouBELh9K3m2jZ,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,"Minimum number of platforms
                                                required for a railway",,https://youtu.be/AsGzwR_FWok?si=165acXU_dtqOHuo9,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Job sequencing Problem,,https://youtu.be/QbwltemZbRg?si=wvcemJ5BLPlTRmkG,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Candy,https://leetcode.com/problems/candy/,https://youtu.be/IIqVFvKE6RY?si=EjmuXZJNLQLUkEd7,,Hard
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,"Program for Shortest Job First
                                                (or SJF) CPU Scheduling",,https://youtu.be/3-QbX1iDbXs?si=IH8QZUblr01F7UoQ,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,"Program for Least Recently Used
                                                (LRU) Page Replacement
                                                Algorithm",,,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Insert Interval,https://leetcode.com/problems/insert-interval/,https://youtu.be/xxRE-46OCC8?si=a7aPuIw16zDx2lAa,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Merge Intervals,https://leetcode.com/problems/merge-intervals/,https://www.youtube.com/watch?v=2JzRBPFYbKE&list=PLgUwDviBIf0rPG3Ictpu74YWBQ1CaBkm2&index=6,,Medium
"Greedy Algorithms [Easy, Medium/Hard]",Medium/Hard,Non-overlapping Intervals,https://leetcode.com/problems/non-overlapping-intervals/,https://youtu.be/HDHQ8lAWakY?si=JVtLqboGdpUTOVjf,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,Introduction to Trees,,https://youtu.be/_ANrF3FJm7I,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Binary Tree Representation in
                                                C++",,https://youtu.be/ctCpP0RFDFc,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Binary Tree Representation in
                                                Java",,https://youtu.be/hyLyW7rP24I,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Binary Tree Traversals in
                                                Binary Tree",,https://youtu.be/jmy0LaGET1I,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Preorder Traversal of Binary
                                                Tree",https://leetcode.com/problems/binary-tree-preorder-traversal/,https://youtu.be/RlUu72JrOCQ,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Inorder Traversal of Binary
                                                Tree",https://leetcode.com/problems/binary-tree-inorder-traversal/,https://youtu.be/Z_NEgBgbRVI,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Post-order Traversal of Binary
                                                Tree",https://leetcode.com/problems/binary-tree-postorder-traversal/,https://youtu.be/COQOU6klsBg,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Level order Traversal / Level
                                                order traversal in spiral
                                                form",https://leetcode.com/problems/binary-tree-level-order-traversal/,https://youtu.be/EoAsWbO7sqg,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Iterative Preorder Traversal of
                                                Binary Tree",https://leetcode.com/problems/binary-tree-preorder-traversal/,https://youtu.be/Bfqd8BsPVuw,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Iterative Inorder Traversal of
                                                Binary Tree",https://leetcode.com/problems/binary-tree-inorder-traversal/,https://youtu.be/lxTGsVXjwvM,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Post-order Traversal of Binary
                                                Tree using 2 stack",https://leetcode.com/problems/binary-tree-postorder-traversal/,https://youtu.be/2YBhNLodD8Q,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Post-order Traversal of Binary
                                                Tree using 1 stack",https://leetcode.com/problems/binary-tree-postorder-traversal/,https://youtu.be/NzIGLLwZBS8,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Traversals,"Preorder, Inorder, and
                                                Postorder Traversal in one
                                                Traversal",,https://youtu.be/ySp2epYvgTE,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,Height of a Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree/,https://youtu.be/eD3tmO66aBA,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,"Check if the Binary tree is
                                                height-balanced or not",https://leetcode.com/problems/balanced-binary-tree/,https://youtu.be/Yt50Jfbd8Po,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/,https://youtu.be/Rezetez59Nk,,Easy
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,Maximum path sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,https://youtu.be/WszrfSwMz58,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,"Check if two trees are
                                                identical or not",https://leetcode.com/problems/same-tree/,https://youtu.be/BhuvF_-PWS0,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,"Zig Zag Traversal of Binary
                                                Tree",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,https://youtu.be/3OXWEdlIGl4,,Medium
"Binary Trees [Traversals, Medium and Hard Problems]",Medium Problems,"Boundary Traversal of Binary
                                                Tree",https://leetcode.com/problems/boundary-of-binary-tree/,https://youtu.be/0ca1nvR0be4,,Medium
