Unit,Chapter,Question,LeetCode,YT,Default Note
Dynamic Programming,String DP,Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii,,
Dynamic Programming,Tree / Graph DP,House Robber III,https://leetcode.com/problems/house-robber-iii,,
Dynamic Programming,Tree / Graph DP,Unique Binary Search Trees II,https://leetcode.com/problems/unique-binary-search-trees-ii,,
Dynamic Programming,Tree / Graph DP,Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,,
Dynamic Programming,Tree / Graph DP,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras,,
Dynamic Programming,Tree / Graph DP,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,,
Dynamic Programming,Bitmask DP,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,,
Dynamic Programming,Bitmask DP,Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies,,
Dynamic Programming,Bitmask DP,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,,
Dynamic Programming,Digit DP,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,,
Dynamic Programming,Digit DP,Number of Digit One,https://leetcode.com/problems/number-of-digit-one,,
Dynamic Programming,Digit DP,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,,
Dynamic Programming,Probability DP,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,,
Dynamic Programming,Probability DP,Soup Servings,https://leetcode.com/problems/soup-servings,,
Dynamic Programming,Probability DP,New 21 Game,https://leetcode.com/problems/new-21-game,,
Dynamic Programming,State Machine DP,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,,
Dynamic Programming,State Machine DP,Best Time to Buy and Sell Stock III,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,,
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,
Data Structures,Binary Indexed Tree / Segment Tree,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,,
Data Structures,Binary Indexed Tree / Segment Tree,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,,
Math & Geometry,Maths / Geometry,Palindrome Number,https://leetcode.com/problems/palindrome-number,,
Math & Geometry,Maths / Geometry,Reverse Integer,https://leetcode.com/problems/reverse-integer,,
Math & Geometry,Maths / Geometry,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes,,
Math & Geometry,Maths / Geometry,Valid Square,https://leetcode.com/problems/valid-square,,
Math & Geometry,Maths / Geometry,Minimum Area Rectangle II,https://leetcode.com/problems/minimum-area-rectangle-ii,,
Math & Geometry,Maths / Geometry,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line,,
Greedy & Intervals,Line Sweep,Minimum Interval to Include Each Query,https://leetcode.com/problems/minimum-interval-to-include-each-query,,
Greedy & Intervals,Line Sweep,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem,,
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,
Strings,Strings,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,,
Strings,Strings,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure,,
Strings,Strings,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,,
Strings,Strings,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,,
Strings,Strings,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,
Strings,Strings,Word Search II,https://leetcode.com/problems/word-search-ii,,
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,
Strings,Strings,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,,
Strings,Strings,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure,,
Strings,Strings,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,,
Strings,Strings,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,,
Strings,Strings,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,
Strings,Strings,Word Search II,https://leetcode.com/problems/word-search-ii,,
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,
Arrays & Pointers,Fast and Slow Pointers,Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list,,
Arrays & Pointers,Fast and Slow Pointers,Happy Number,https://leetcode.com/problems/happy-number,,
Arrays & Pointers,Fast and Slow Pointers,Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii,,
Strings,Strings,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,,
Strings,Strings,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure,,
Strings,Strings,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,,
Strings,Strings,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,,
Strings,Strings,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,
Strings,Strings,Word Search II,https://leetcode.com/problems/word-search-ii,,
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,
Strings,Strings,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,,
Strings,Strings,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure,,
Strings,Strings,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,,
Strings,Strings,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,,
Strings,Strings,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,
Strings,Strings,Word Search II,https://leetcode.com/problems/word-search-ii,,
Strings,Strings,Repeated String Match,https://leetcode.com/problems/repeated-string-match,,
Strings,Strings,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,,
Strings,Strings,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,,
